,Fresh Fruit,Added on,Sweaty,Member ratings,Bottled for,Wishlist num,Leafy,Oily,Bottler,Collection,All Rating,Whiskybase ID,Kippery,Citric,Sherried,Mossy,Nutty,Toasted,Plastic,Solvent,Barcode,Medicinal,Coal-gas,Husky,Yeasty,Hay-like,Leathery,Vegetative,Dried Fruit,Calculated age,Category,Strength,Casktype,Green-House,New Wood,Number of bottles,Honey,Price,Bottled,Distillery,Vanilla,Malt Extract,Vintage,Cooked Fruit,Tobacco,Chocolate,Bottle code,Casknumber,Stated Age,Smokey,Market,Cooked Vegetable,Old Wood,Cooked Mash,Rubbery,Votes,Size,Fragant,Sandy,Bottling serie,Label
754,0,07 Apr 2012 5:06 pm,0,48,NaN,27,0,0,Distillery Bottling,35,92.95,WB31888,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,60.8 % Vol.,Sherry Hogshead,0,0,177,0,€ 4170.28,04.05.2010,Glenfarclas,0,0,1967,0,0,0,NaN,5110,NaN,0,NaN,0,0,0,0,48,700 ml,0,0,The Family Casks (Release V),NaN
755,0,13 Mar 2012 3:41 pm,0,21,by Premier,3,0,0,Duncan Taylor (DT),6,92.95,WB31127,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,48.6 % Vol.,NaN,0,0,NaN,0,€ 626.00,09.2002,Macallan,0,0,08.1967,0,0,0,NaN,7682,35 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Peerless,NaN
756,0,14 Feb 2010 5:26 pm,0,24,NaN,13,0,0,Ian Macleod (IM),21,92.95,WB14000,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.2 % Vol.,Barrel,0,0,300,0,€ 987.31,11.2003,Springbank,0,0,01.1969,0,0,0,NaN,50,34 years old,0,NaN,0,0,0,0,24,700 ml,0,0,Chieftain's Choice,NaN
757,0,05 Feb 2014 10:51 pm by WhiskyJug,0,22,NaN,15,0,0,Distillery Bottling,3,92.95,WB51897,0,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,0,NaN,Single Malt,58.9 % Vol.,Sherry Butt,0,0,NaN,0,€ 3950.00,06.11.1981,Springbank,0,0,31.11.1967,0,0,0,NaN,3130,10 years old,0, Italy,0,0,0,0,22,750 ml,0,0,Sherry Cask,NaN
758,0,24 Nov 2013 1:08 am,0,21,NaN,9,0,0,Signatory Vintage (SV),10,92.95,WB46566,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,49.1 % Vol.,Oak Cask,0,0,225,0,€ 1309.00,07.1999,Springbank,0,0,22.05.1967,0,0,0,NaN,1947,32 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Vintage Collection - Dumpy,NaN
759,2,06 Oct 2018 11:07 am by Whisky_Addicted,0,22,NaN,24,0,0,Signatory Vintage (SV),23,92.95,WB118514,0,1,2,0,0,0,0,0,5021944099405,1,0,0,0,0,1,0,2,NaN,Single Malt,46.7 % Vol.,Refill Sherry Butt,0,0,246,3,€ 5965.86,08.06.2018,Bowmore,0,0,21.06.1972,2,1,2,NaN,3882,45 years old,0,NaN,0,2,0,0,22,700 ml,0,0,30th Anniversary,NaN
760,0,13 Jun 2016 8:31 pm,0,56,NaN,29,0,0,Gordon & MacPhail (GM),48,92.94,WB83723,0,0,0,0,0,0,0,0,5020613033634,0,0,0,0,0,0,0,0,54 years old,Single Malt,40.0 % Vol.,Sherry Cask,0,0,NaN,0,€ 2232.63,01.08.2011,Glen Grant,0,0,13.12.1956,0,0,0,NaN,4452,NaN,0,NaN,0,0,0,0,56,700 ml 750 ml,0,0,Licensed Bottling,NaN
761,0,15 May 2009 10:17 pm,0,22,NaN,13,0,0,Signatory Vintage (SV),16,92.94,WB8206,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,48.6 % Vol.,Oak Cask,0,0,204,0,€ 14045.62,18.06.1996,Laphroaig,0,0,18.02.1966,0,0,0,NaN,559,30 years old,0,NaN,0,0,0,0,22,700 ml,0,0,Vintage Collection - Dumpy,NaN
762,0,27 Jun 2012 1:52 pm,0,35,NaN,6,0,0,Berry Bros & Rudd (BR),8,92.94,WB33849,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,20 years old,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 9223.95,1981,Macallan,0,0,1961,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,35,750 ml,0,0,NaN,Old Bond Street - green Glass Bottle - white Screw Cap
763,0,08 Dec 2009 5:36 pm,0,33,NaN,15,0,0,Gordon & MacPhail (GM),31,92.94,WB12146,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 1700.00,2009,Macallan,0,0,1968,0,0,0,NaN,NaN,41 years old,0,NaN,0,0,0,0,33,700 ml,0,0,Speymalt,NaN
764,0,14 Dec 2015 4:42 pm by dram-drinker,0,21,NaN,4,0,0,Distillery Bottling,12,92.94,WB75641,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Wood,0,0,NaN,0,€ 557.79,NaN,Macallan,0,0,1966,0,0,0,NaN,NaN,26 years old,0,NaN,0,0,0,0,21,50 ml,0,0,Limited Edition Years 26 Old,NaN
765,0,11 Apr 2009 3:38 pm,0,37,NaN,12,0,0,Distillery Bottling,22,92.94,WB7310,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,56.9 % Vol.,NaN,0,0,NaN,0,€ 1128.47,1997,Glen Garioch,0,0,27.04.1968,0,0,0,NaN,623,29 years old,0,NaN,0,0,0,0,37,700 ml,0,0,Individual Cask Bottling,NaN
766,0,22 Jun 2017 11:38 am by slainte.be,0,65,NaN,50,0,0,Gordon & MacPhail (GM),43,92.94,WB97745,0,0,0,0,0,0,0,0,5020613053328,0,0,0,0,0,0,0,0,50 years old,Single Malt,43.0 % Vol.,Refill Sherry Hogshead,0,0,141,0,€ 2999.00,26.02.2015,Glen Grant,0,0,14.09.1964,0,0,0,NaN,4462,NaN,0,NaN,0,0,1,0,65,700 ml,0,0,Rare Vintage,NaN
767,0,11 Sep 2011 12:38 pm,0,92,NaN,92,0,0,The Whisky Agency (TWA),50,92.93,WB25105,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,52.8 % Vol.,Ex-Sherry Hogshead,0,0,57,0,€ 1211.00,2011,Caperdonich,0,0,1972,0,0,0,NaN,NaN,39 years old,0,NaN,0,0,0,0,92,700 ml,0,0,Private Stock,NaN
768,0,08 Jan 2011 2:20 pm,0,135,NaN,20,0,0,Distillery Bottling,112,92.93,WB20523,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.8 % Vol.,NaN,0,0,NaN,0,€ 1500.00,NaN,Glenglassaugh,0,0,NaN,0,0,0,NaN,NaN,37 years old,0,NaN,0,0,0,0,135,200 ml,0,0,Rare Cask Series,NaN
769,0,04 Jul 2010 2:14 pm,0,43,NaN,7,0,0,Gordon & MacPhail (GM),16,92.93,WB16695,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 4683.57,1985,Mortlach,0,0,1938,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,43,750 ml,0,0,Rare Old Highland Malt,NaN
770,0,07 Aug 2013 8:47 pm,0,29,NaN,10,0,0,Distillery Bottling,24,92.93,WB43633,0,0,1,0,0,0,0,0,NaN,0,0,0,0,0,1,0,1,NaN,Single Malt,43.0 % Vol.,Sherry Cask,0,0,NaN,0,€ 7318.27,1987,Macallan,0,0,1969,0,0,1,NaN,NaN,18 years old,0,NaN,0,0,0,0,29,50 ml 750 ml 750 ml,0,0,NaN,NaN
771,0,10 May 2012 12:40 pm,0,34, Import Pinerolo,4,0,0,Gordon & MacPhail (GM),7,92.93,WB32674,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,Sherry Wood,0,0,NaN,0,€ 11626.47,NaN,Macallan,0,0,1950,0,0,0,NaN,NaN,33 years old,0,NaN,0,0,0,0,34,750 ml,0,0,Macallan-Glenlivet - A Pure Highland Malt,NaN
772,0,03 Nov 2014 8:34 am by namarchetti,0,19,NaN,8,0,0,The Last Drop Distillers Limited (LDDL),12,92.93,WB59823,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Blend,52.0 % Vol.,NaN,0,0,1347,0,€ 5759.21,29.2.2008,NaN,0,0,1960,0,0,0,NaN,NaN,48 years old,0,NaN,0,0,0,0,19,750 ml,0,0,NaN,NaN
773,0,21 Dec 2008 11:36 am,0,29,NaN,13,0,0,Douglas Laing (DL),25,92.93,WB5576,0,0,0,0,0,0,0,0,5014218752113,0,0,0,0,0,0,0,0,NaN,Single Malt,50.4 % Vol.,NaN,0,0,235,0,€ 1500.00,2002,Ardbeg,0,0,1972,0,0,0,NaN,NaN,29 years old,0,NaN,0,0,0,0,29,700 ml,0,0,Old & Rare - The Platinum Selection,NaN
774,0,03 Dec 2009 2:26 pm,0,53,NaN,28,0,0,Gordon & MacPhail (GM),50,92.92,WB12047,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,1st Fill Sherry Butts,0,0,NaN,0,€ 2639.16,2008,Glen Grant,0,0,1956,0,0,0,5020613370029,4442 + 4446,51 years old,0,NaN,0,0,0,0,53,700 ml,1,0,Licensed Bottling,NaN
775,0,29 Aug 2012 1:18 pm,0,30,NaN,13,0,0,Distillery Bottling,30,92.92,WB34834,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,NaN,0,€ 995.00,NaN,Bowmore,0,0,1973,0,0,0,NaN,NaN,21 years old,0,NaN,0,0,0,0,30,750 ml,0,0,NaN,NaN
776,0,09 Nov 2008 9:31 pm,0,127,NaN,56,0,0,Signatory Vintage (SV),80,92.92,WB4499,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.3 % Vol.,Oak Cask,0,0,405,0,€ 6373.62,2006,Clynelish,0,0,23.07.1973,0,0,0,NaN,8912,33 years old,0,NaN,0,0,0,0,127,700 ml,0,0,Prestonfield,NaN
777,0,28 Apr 2018 8:47 am,0,40,Imported by Sazerac Company,31,0,0,Distillery Bottling,48,92.92,WB111508,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Oak Casks,0,0,2500,0,€ 2197.01,NaN,Glenfarclas,0,0,1961,0,0,0,NaN,NaN,NaN,0, United States,0,0,0,0,40,750 ml,0,0,Nineteen Sixty-One,NaN
778,0,17 Oct 2009 7:33 pm,0,116,La Maison du Whisky,47,0,0,Distillery Bottling,83,92.92,WB11246,0,0,0,0,0,0,0,0,4560149790768,0,0,0,0,0,0,0,0,NaN,Single Malt,58.4 % Vol.,Sherry Butt,0,0,229,0,€ 39800.00,17.08.2009,Karuizawa,0,0,1967,0,0,0,NaN,6426,42 years old,0, France,0,0,0,0,116,700 ml,0,0,Vintage - Single Cask Malt Whisky,NaN
779,0,24 Mar 2010 11:38 am,0,24,NaN,8,0,0,Distillery Bottling,9,92.91,WB14929,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,44.4 % Vol.,NaN,0,0,110,0,€ 22000.00,30.09.2005,Glenfarclas,0,0,30.09.1955,0,0,0,NaN,NaN,50 years old,0,NaN,0,0,0,0,24,700 ml,0,0,Bicentenary of John Grant's Birth 1805-2005,NaN
780,0,27 Oct 2007 2:46 pm,0,543,NaN,218,0,2,Distillery Bottling,752,92.91,WB613,0,5,3,4,1,0,0,0,5000281022918,6,5,0,0,0,3,0,1,NaN,Single Malt,56.5 % Vol.,Spanish Sherry European Oak Casks,0,0,6642,0,€ 4097.11,2007,Lagavulin,3,0,1985,0,5,5,NaN,NaN,21 years old,7,NaN,0,0,0,0,543,700 ml 750 ml,0,0,Diageo Special Releases 2007,NaN
781,0,07 Jan 2015 6:05 pm by z-imaging,0,37,NaN,9,0,0,Distillery Bottling,18,92.91,WB63084,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.5 % Vol.,Sherry Hogshead ,0,0,129,0,€ 4468.27,09.07.2014,Glenfarclas,0,0,1956,0,0,0,NaN,1768,58 years old,0,NaN,0,0,0,0,37,700 ml,0,0,The Family Casks (Release A14),NaN
782,0,18 Nov 2013 11:56 pm,0,37,NaN,12,0,0,Moon-Import (MI),14,92.91,WB46461,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,57.0 % Vol.,Sherry Wood,0,0,800,0,€ 1399.90,1985,Macallan,0,0,1970,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,37,750 ml,0,0,2nd Collection,NaN
783,0,21 Dec 2008 11:56 am,0,34,Alambic Classique,9,0,0,Douglas Laing (DL),37,92.91,WB5579,0,0,0,0,0,0,0,0,5014218850093,0,0,0,0,0,0,0,0,NaN,Single Malt,48.8 % Vol.,NaN,0,0,252,0,€ 4193.15,09.2001,Ardbeg,0,0,11.1972,0,0,0,NaN,NaN,28 years old,0, Germany,0,0,0,0,34,700 ml,0,0,Old Malt Cask,NaN
784,0,13 Jan 2011 5:48 pm,0,26,NaN,11,0,0,Signatory Vintage (SV),17,92.91,WB20212,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.9 % Vol.,Oak Cask,0,0,218,0,€ 925.00,01.12.1999,Springbank,0,0,22.05.1967,0,0,0,99/1566,1946,32 years old,0,NaN,0,0,0,0,26,700 ml,0,0,Vintage Collection - Dumpy,NaN
785,0,27 Oct 2007 2:12 pm,0,69,NaN,61,0,0,Distillery Bottling,86,92.9,WB580,1,1,0,0,0,1,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,1,NaN,0,€ 3292.91,1995,Laphroaig,0,0,1977,0,0,0,NaN,NaN,NaN,1,NaN,0,0,0,0,69,750 ml,1,1,Vintage,NaN
786,0,30 Sep 2011 10:44 am,0,24,Intertrade,22,0,0,Gordon & MacPhail (GM),5,92.9,WB25465,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.3 % Vol.,NaN,0,0,240,0,€ 8500.00,11.1985,Caol Ila,0,0,19.05.1966,0,0,0,NaN,NaN,19 years old,0, Italy,0,0,0,0,24,750 ml,0,0,NaN,printed in red
787,0,08 Oct 2011 4:36 pm,0,22,NaN,4,0,0,Distillery Bottling,one,92.9,WB26033,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,100,0,NONE,05.1980,Glenfarclas,0,0,10.1955,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,22,750 ml,0,0,NaN,Glass Decanter
788,0,12 Nov 2012 11:51 pm,0,25,NaN,52,0,0,Distillery Bottling,22,92.9,WB37563,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.8 % Vol.,Sherry Cask,0,0,41,0,€ 495144.20,01.01.2013,Karuizawa,0,0,01.02.1960,0,0,0,NaN,5627,52 years old,0,NaN,0,0,0,0,25,700 ml,0,0,Single Cask,Japanese Paper Label 
789,0,20 Jun 2011 9:11 pm,0,25,"Donato & C. s.r.l., Genova",10,0,0,Dun Eideann (DE),13,92.9,WB22995,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,58.9 % Vol.,NaN,0,0,320,0,€ 1450.00,01.1991,Ardbeg,0,0,01.12.1972,0,0,0,NaN,3444,18 years old,0, Italy,0,0,0,0,25,750 ml,0,0,NaN,NaN
790,0,12 Dec 2009 3:23 pm,0,93,Mr Edward Giaccone,35,0,0,Distillery Bottling,44,92.9,WB12248,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.5 % Vol.,NaN,0,0,NaN,0,€ 8990.00,1974,Glenfarclas,0,0,NaN,0,0,0,NaN,NaN,21 years old,0, Italy,0,0,0,0,93,750 ml,0,0,All Malt Unblended,NaN
791,1,07 Nov 2012 8:09 am,0,71,NaN,49,1,0,Distillery Bottling,66,92.9,WB37337,0,1,0,0,1,0,0,1,5029704217670,0,0,0,0,0,0,0,0,NaN,Single Malt,41.7 % Vol.,NaN,0,0,750,1,€ 4358.28,2012,Bunnahabhain,0,0,NaN,1,0,1,NaN,NaN,40 years old,0,NaN,0,0,0,1,71,200 ml 700 ml 750 ml,0,0,Limited Edition,NaN
792,0,13 Jan 2014 9:55 am by Mark K,0,23,"Atlantic Importing Co., U.S.A.",12,0,0,Adelphi (AD),5,92.9,WB50649,0,0,0,0,0,0,1,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,51.5 % Vol.,Sherry,0,0,NaN,0,€ 6590.01,1996,Springbank,0,0,1964,0,0,0,NaN,NaN,32 years old,0, United States,0,0,0,0,23,750 ml,0,0,Distillery - Limited,NaN
793,0,29 Dec 2010 3:58 pm,0,21,NaN,4,0,0,Signatory Vintage (SV),7,92.89,WB19999,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Oak Cask,0,0,225,0,€ 250.00,16.07.1999,Macallan,0,0,10.12.1968,0,0,0,NaN,10545,30 years old,0,NaN,0,0,0,0,21,700 ml,0,0,Vintage Collection - Dumpy,NaN
794,0,24 Nov 2020 11:32 am by Horror_Vacui,0,91,NaN,67,0,0,Malts of Scotland (MoS),100,92.89,WB170659,0,1,0,0,0,0,1,0,NaN,2,0,0,0,1,0,0,2,NaN,Single Malt,50.2 % Vol.,Bourbon Hogshead,0,0,222,0,€ 2075.84,2020,Caol Ila,0,0,1980,0,0,0,NaN,MoS 20015,40 years old,2,NaN,0,1,0,0,91,700 ml,0,0,Warehouse Diamonds,NaN
795,0,06 Jun 2015 3:37 pm by Black Widow,0,37,NaN,19,0,0,Gordon & MacPhail (GM),27,92.88,WB68878,0,0,0,0,0,0,0,0,5020613034693,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Hogshead,0,0,NaN,0,€ 3613.70,27.01.2015,Longmorn,0,0,27.03.1964,0,0,0,NaN,1535,50 years old,0,NaN,0,0,0,0,37,700 ml,0,0,Licensed Bottling,NaN
796,1,27 Oct 2012 6:06 pm,0,26,NaN,5,0,0,Duncan Taylor (DT),9,92.88,WB36917,0,0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,0,0,NaN,Single Malt,41.6 % Vol.,Bourbon Cask,1,0,216,0,NONE,06.2003,Bowmore,0,0,11.1969,0,0,0,NaN,6086,33 years old,0,NaN,0,0,0,0,26,750 ml,1,0,Rare Auld,NaN
797,0,18 Jan 2011 6:52 pm,0,29,NaN,11,1,1,Distillery Bottling,8,92.88,WB20278,1,1,0,0,0,0,1,0,NaN,1,0,1,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Oak Casks,0,0,NaN,1,€ 2108.43,01.1992,Springbank,0,0,04.1965,0,0,0,NaN,NaN,26 years old,0,NaN,0,0,0,0,29,750 ml,0,0,White Label Big Golden S,NaN
798,0,16 Dec 2016 8:10 am by menzaremba,0,19,NaN,11,0,0,Cadenhead (CA),7,92.88,WB90489,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,55.0 % Vol.,Oak Cask,0,0,360,0,€ 1900.00,01.1993,Ardbeg,0,0,04.1974,0,0,0,93/36,NaN,18 years old,0,NaN,0,0,0,0,19,750 ml,0,0,Authentic Collection - 150th Anniversary Bottling,NaN
799,0,24 Nov 2008 10:11 pm,0,27,NaN,9,0,0,Murray McDavid (MM),18,92.88,WB5015,0,0,0,0,0,0,0,0,618105700482,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Refill Sherry,0,0,NaN,0,€ 347.88,04.1999,Macallan,0,0,12.1973,0,0,0,NaN,MM 4723,25 years old,0,NaN,0,0,0,0,27,700 ml,0,0,NaN,NaN
800,0,09 Apr 2014 7:47 pm by GLEN MAUR,0,26,NaN,6,0,0,Gordon & MacPhail (GM),20,92.88,WB53959,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,NaN,0,0,NaN,0,€ 2197.10,1987,Glen Grant,0,0,1949,0,0,0,NaN,NaN,38 years old,0, Italy,0,0,0,0,26,750 ml,0,0,Licensed Bottling,NaN
801,0,13 Jan 2010 3:03 pm,0,39,NaN,14,0,0,Signatory Vintage (SV),36,92.88,WB13034,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Sherry Cask,0,0,720,0,€ 1099.90,12.1993,Macallan,0,0,09.07.1973,0,0,0,NaN,10212,20 years old,0,NaN,0,0,0,0,39,50 ml 700 ml,0,0,Vintage Collection - Dumpy,NaN
802,0,15 Dec 2012 2:25 pm,0,29,NaN,12,0,0,Distillery Bottling,23,92.88,WB38651,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,Sherry Wood,0,0,NaN,0,€ 6000.00,1984,Macallan,0,0,1965,0,0,0,NaN,NaN,17 years old,0,NaN,0,0,0,0,29,750 ml 750 ml,0,0,Special Selection,Golden Screw Cap
803,0,15 Nov 2011 2:47 pm,0,35,NaN,19,0,0,The Whisky Talker (TWT),14,92.88,WB27134,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,42.4 % Vol.,Bourbon Hogshead,0,0,184,0,€ 885.00,03.11.2010,Bowmore,0,0,08.10.1968,0,0,0,NaN,3825,42 years old,0,NaN,0,0,0,0,35,500 ml,0,0,Mo Òr Collection,Release N° 1
804,0,30 May 2010 5:23 pm,0,25,NaN,22,0,0,Signatory Vintage (SV),8,92.87,WB16129,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,54.6 % Vol.,Oak Wood,0,0,225,0,€ 1090.00,01.1991,Laphroaig,0,0,05.06.1974,0,0,0,NaN,5119,16 years old,0,NaN,0,0,0,0,25,750 ml,0,0,Vintage Collection - Dumpy,NaN
805,0,09 Dec 2007 4:34 pm,0,32,NaN,18,0,0,Distillery Bottling,25,92.87,WB1040,0,0,1,0,0,0,0,0,NaN,0,2,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Sherry hogshead,0,0,240,0,€ 4325.50,24.06.2002,Glenfarclas,1,0,25.12.1959,0,0,0,NaN,3232 - 3235,42 years old,0,NaN,0,0,0,0,32,700 ml,0,0,Historic Reserve N°1,NaN
806,0,21 Jul 2007 7:14 pm,0,58,NaN,24,0,0,Distillery Bottling,46,92.87,WB143,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,43.0 % Vol.,NaN,0,0,1193,0,€ 4029.25,27.07.2000,Glenfarclas,0,0,16.06.1954,0,0,0,NaN,NaN,46 years old,0,NaN,0,0,0,0,58,700 ml,0,0,NaN,NaN
807,0,20 Jun 2009 6:11 pm,0,25,NaN,26,0,0,Samaroli (Sa),22,92.87,WB9110,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,NaN,0,0,300,0,€ 605.00,NaN,Benromach,0,0,1967,0,0,0,NaN,NaN,14 years old,0,NaN,0,0,0,0,25,750 ml,0,0,Flowers,NaN
808,0,21 Mar 2019 11:06 pm by McBeck,0,28,Alambic Classique Exclusiv,23,0,0,Distillery Bottling,28,92.87,WB127924,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.6 % Vol.,Sherry Cask ,0,0,163,1,€ 5274.50,04.2017,Ben Nevis,0,0,05.1966,0,0,0,NaN,3641,50 years old,0,NaN,0,0,0,0,28,700 ml,0,0,NaN,NaN
809,0,07 Jul 2014 8:54 am by Hubertchen,0,18,NaN,6,0,0,Signatory Vintage (SV),10,92.87,WB56055,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.0 % Vol.,Sherry Wood,0,0,1000,0,€ 165.39,08.1989,Springbank,0,0,01.11.1967,0,0,0,NaN,3137,21 years old,0,NaN,0,0,0,0,18,50 ml,0,0,Vintage Collection - Miniature,NaN
810,0,03 Mar 2011 11:06 am,0,31,NaN,38,0,0,Distillery Bottling,47,92.86,WB21051,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,46.1 % Vol.,NaN,0,0,401,0,€ 3874.44,19.03.2002,Bunnahabhain,0,0,16.05.1966,0,0,0,NaN,4379,35 years old,0,NaN,0,0,0,1,31,700 ml,0,0,Feis Ile 2002,NaN
811,0,17 Jun 2013 8:22 pm,0,30,NaN,8,0,0,Adelphi (AD),6,92.86,WB42830,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,50.8 % Vol.,Sherry Cask,0,0,572,0,€ 10027.99,1996,Springbank,0,0,1964,0,0,0,NaN,NaN,32 years old,0,NaN,0,0,0,0,30,700 ml,0,0,Distillery - Limited,NaN
812,0,27 Aug 2009 11:07 am,0,20,Edward & Edward,21,0,0,Distillery Bottling,8,92.86,WB10089,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,56.9 % Vol.,NaN,0,0,NaN,0,€ 6100.00,c. 1965,Clynelish,0,0,NaN,0,0,0,NaN,NaN,12 years old,0, Italy,0,0,0,0,20,750 ml,0,0,Ainslie & Heilbron,NaN
813,0,16 Oct 2014 5:30 pm by RoyC,0,30,NaN,26,0,0,Gordon & MacPhail (GM),16,92.86,WB58989,0,0,0,0,0,0,0,0,5020613369023,0,0,0,0,0,0,0,0,54 years old,Single Malt,40.0 % Vol.,1st Fill Sherry Butt,0,0,NaN,0,€ 2793.68,19.09.2013,Glen Grant,0,0,23.10.1958 ,0,0,0,19/09/13 AC/ABFJ,3815,NaN,0,NaN,0,0,0,0,30,700 ml,0,0,Licensed Bottling,NaN
814,0,28 Apr 2009 10:46 pm,0,31,NaN,6,0,0,Gordon & MacPhail (GM),16,92.86,WB7571,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.0 % Vol.,Refill Sherry Hogshead,0,0,NaN,0,€ 1779.44,2004,Glen Grant,0,0,1951,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,0,31,700 ml,0,0,Licensed Bottling,NaN
815,0,22 Jun 2009 8:38 pm,0,47,NaN,16,0,0,Hart Brothers (HB),42,92.86,WB9142,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,Single Malt,40.2 % Vol.,NaN,0,0,NaN,0,€ 2896.16,10.2002,Bowmore,0,0,02.1968,0,0,0,NaN,NaN,34 years old,0,NaN,0,0,0,0,47,50 ml 700 ml,0,0,Finest Collection,NaN
